TIPOLOGIA,NOME,VIA,CITTA,CAP,PROVINCIA,EMAIL,TELEFONO,FAX,LAT,LONG
Ristorante,Ristorante Il Poeta,"Via Provinciale Francesca Nord, 246","Ponticelli, Santa Maria A Monte",56020,Pisa,,0587705200,0587705281,43.701,10.752
Ristorante,Ristorante Il Poggio,Via Celle Sul Rigo,"Il Poggio, San Casciano Dei Bagni",53040,Siena,info@ilpoggio.net,,057853587,42.862,11.821
Ristorante,Ristorante Il Postino,"Via Di Biagiano, 60","S.Alessio, Pistoia",51100,Pistoia,info@ristoranteilpostino.it,0573451028,0573451028,43.959,10.926
Ristorante,Ristorante Il Poveromo,"Via Fontana, 1","Pruno, Stazzema",55040,Lucca,,0584777021,,43.969,10.202
Ristorante,Ristorante Il Pozzo,"Via Vittorio Emanuele, 1",Calenzano,50041,Firenze,,0558878748,,43.851,11.167
Ristorante,Ristorante Il Prato,,"Prato Al Molino, Camporgiano",55031,Lucca,,0583618163,,44.144,10.322
Ristorante,Ristorante Il Prato,"Viale S. Caterina, 1/3",Pienza,53026,Siena,,0578749924,0578749870,43.077,11.675
Ristorante,Ristorante Il Preludio,"Via Guelfa, 11",Cortona,52044,Arezzo,,0575630104,0575631682,43.275,11.985
Ristorante,Ristorante Il Pruneto,"Via Della Croce, 39",Impruneta,50023,Firenze,info@pruneto.net,0550124046,0550124046,43.684,11.252
Ristorante,Ristorante Il Pungolo,"Via Valle Aspra, 12",Massa Marittima,58024,Grosseto,marchinjo@libero.it,0566902585,,43.05,10.892
Ristorante,Ristorante Il Punto Di Vino,"Via Mazzini, 229",Viareggio,55049,Lucca,,,,43.873,10.25
Ristorante,Ristorante Il Punto,"Via Provinciale Lucchese, 301","Spazzavento, Pistoia",51100,Pistoia,ristorante-ilpunto@hotmail.com,0573570267,0573570267,43.916,10.873
Ristorante,Ristorante Il Rifrullo,"Via Marconi, 3",Scansano,58054,Grosseto,info@osteriailrifrullo.it,0564507183,,42.689,11.335
Ristorante,Ristorante Il Rifugio,"Via Mayer, 80/82",Livorno,57126,Livorno,,0586211942,0586211942,43.546,10.313
Ristorante,Ristorante Il Ristoro Delle Colline,,"Petrognano, 2, Capannori",55012,Lucca,,0583978314,,43.842,10.586
Ristorante,Ristorante Il Rustico,"Piazza Garibaldi, 18/20",Scarperia,50038,Firenze,,0558469992,,43.994,11.354
Ristorante,Ristorante Il Saracino,"Via Di Fuori, 45",Sarteano,53047,Siena,posta@ristoranteilsaracino.it,0578266322,0578266047,42.989,11.866
Ristorante,Ristorante Il Sasso,"Via Dei Rossi, 2/a",Siena,53100,Siena,ristoratoreilsasso@virgilio.it,0577247049,0577247049,43.321,11.331
Ristorante,Ristorante Il Sassoscritto,"Via Aurelia, 266",Livorno,57100,Livorno,,0586580589,0586581586,43.412,10.404
Ristorante,Ristorante Il Sottofondo,"Via Di Mezzo, 5",Casale Marittimo,56040,Pisa,info@ilsottofondo.it - prenotazioni@ilsottofondo.it,0586652133,,43.297,10.615
Ristorante,Ristorante Il Tiglio,"Via Della Madonnina, 3","Lunata, Capannori",55010,Lucca,info@ristoranteiltiglio.it,0583961855,0583961855,43.853,10.56
Ristorante,Ristorante Il Tinaio,"Via Cavour, 22","Sasso Pisano, ",56041,Pisa,,,058826097,43.168,10.865
Ristorante,Ristorante Il Torrione,"Via Roma, 78/80",Scarperia,50038,Firenze,,,,43.996,11.355
Ristorante,Ristorante Il Tufo Allegro,"Vicolo Della Costituzione, 5",Pitigliano,58017,Grosseto,iltufoallegro@libero.it,,,42.634,11.667
Ristorante,Ristorante Il Turista,"Piazza Arcivescovado, 17",Pisa,56100,Pisa,ilturista@ilturista.net,,050560572,43.723,10.398
Ristorante,Ristorante Il Vecchio Dado,"Lungarno Pacinotti, 21/22",Pisa,56100,Pisa,,,,43.717,10.401
Ristorante,Ristorante Il Vecchio Frantoio,"Piazza Gramsci, 8",Castagneto Carducci,57022,Livorno,,0565763731,0565766024,43.16,10.606
Ristorante,Ristorante Il Vecchio Mulino,"Via Del Molino, 25","Saline, Volterra",56048,Pisa,vecchiomulino@sirt.pisa.it,,058845926,43.365,10.813
Ristorante,Ristorante Il Veliero,"Via Delle Collacchie, 20","Puntone Vecchio, Scarlino",58054,Grosseto,info@ristoranteilveliero.it,0566866219,0566867700,42.914,10.769
Ristorante,Ristorante Il Veliero,,"Santa Petronilla, Capoliveri",57031,Livorno,,0565968100,,42.73,10.406
Ristorante,Ristorante Il Votapentole,"Via 4  Novembre, 15",,58043,Grosseto,,0564934763,,42.764,10.883
Ristorante,Ristorante In Piazzetta,"Piazza Bartolommei, 1",Livorno,57101,Livorno,,0586504201,,43.498,10.325
Ristorante,Ristorante K2,"Via Del Laghetto, 15","Monte Amiata, Abbadia San Salvatore",53021,Siena,hotelk2@hotelk2.net,0577778609,0577776337,42.878,11.672
Ristorante,Ristorante K2,"Via Anfiteatro, 107/115",Lucca,55100,Lucca,info@ristorantek2.it,0583467170,0583467170,43.845,10.506
Ristorante,Ristorante Lacquolina In Bocca,"Via Lombroso, 5",Piombino,57025,Livorno,lacquolinainbocca@hotmail.it,0565222190,,42.925,10.528
Ristorante,Ristorante Laia Del Prete,,"Fabbricciane, 18, Piombino",57025,Livorno,info@aiadelprete.com,0565276318,0565279922,42.977,10.552
Ristorante,Ristorante Langolo,"Via Galilei, 20","Loc Acquaviva, Montepulciano",53045,Siena,,0578767216,,43.039,11.813
Ristorante,Ristorante Langolo,"Via G.Galilei, 20","Acquaviva, Montepulciano",,Siena,paolo@piccoloresidence.it,,,43.115,11.865
Ristorante,Ristorante Langolo,"Via G.Galilei, 20","Acquaviva, Montepulciano",,Siena,paolo@piccoloresidence.it,,,43.115,11.865
Ristorante,Ristorante Lantica Cantina,"Via Lapucci, 2",Poppi,52014,Arezzo,,0575529844,,43.723,11.766
Ristorante,Ristorante Lantinoro,"Via Tosco-romagnola Nord, 6",Montelupo Fiorentino,50056,Firenze,,,057151742,43.766,11.038
Ristorante,Ristorante Lartilafo,"Piazza San Martino, 33",Pisa,56100,Pisa,prenotazioniartilafo@gmail.com,,0502206597,43.716,10.393
Ristorante,Ristorante Lascaro,"Via Trieste, 16",Livorno,57100,Livorno,,0586407364,0586440442,43.552,10.331
Ristorante,Ristorante Lassassino,"Piazza Gramsci, 15",Chianciano Terme,53042,Siena,info@assassino.it,,057831767,43.058,11.828
Ristorante,Ristorante Lorcello,"Via C. Battisti, 3",Talla,52010,Arezzo,,0575597710,0575597493,43.722,11.766
Ristorante,Ristorante Lorologio,"Via Friuli, 13",Pontedera,56025,Pisa,,0587291072,,43.641,10.597
Ristorante,Ristorante Lovosodo,"Piazza Cortesini, 21",Orbetello,58015,Grosseto,cianfarona@live.it,0564867723,,42.44,11.213
Ristorante,Ristorante Luovo Di Colombo,"Via Fattoria Nuova, 57/f",Vaglia,50030,Firenze,info@teatroristorante.it,,,43.909,11.28
Ristorante,Ristorante Le A I Lago,"Via Tavolese, 140",Certaldo,50052,Firenze,,0571660057,0571665318,43.567,11.082
Ristorante,Ristorante La Baia Del Re,"Via Cairoli, 2/a","Marina Di Carrara, Carrara",54033,Massa Carrara,,0585785087,,44.034,10.052
Ristorante,Ristorante La Balestra,"Via Dei Montefeltro, 29",Sansepolcro,52037,Arezzo,balestra@labalestra.it,0575735151,0575740282,43.568,12.15
Ristorante,Ristorante La Baracchina,Loc Carlappiano Spiaggia,"Carlappiano, Piombino",57025,Livorno,nencinivania@gmail.com,3356912742,,42.926,10.526
Ristorante,Ristorante La Barca,"Via F. Guerrazzi, 60",Portoferraio,,Livorno,,0565918036,,42.815,10.33
Ristorante,Ristorante La Barcaccina,"Lungomare, 17",Rosignano Marittimo,57016,Livorno,info@ristorante-labaraccina.it,0586788215,0586788215,43.352,10.451
Ristorante,Ristorante La Barcarola,"Viale Carducci, 39",Livorno,57125,Livorno,info@labarcarola.it,0586402367,0586402126,43.553,10.322
Ristorante,Ristorante La Barocciaia,"Piazza Cavallotti, 13",Livorno,57123,Livorno,labarrocciaia@gmail.com,0586882637,,43.551,10.311
Ristorante,Ristorante La Belluccia,"Via Marlianese, 65","Ponte Di Serravalle - Loc. Nievole, Serravalle Pistoiese",51030,Pistoia,info@relaislabelluccia.com,0573919064,0573919064,43.906,10.817
Ristorante,Ristorante La Bifora,"Corso Vittorio Emanuele Ii, 31/33",Piombino,57025,Livorno,,,,42.922,10.527
Ristorante,Ristorante La Bisboccina,"Via Provinciale, 38",San Piero A Sieve,50037,Firenze,,0558486950,,43.961,11.324
Ristorante,Ristorante La Bottega Dei Gaudenti,"Via Castagneto, 1",San Godenzo,50060,Firenze,info@labottegadeigaudenti.it,0558374031,0558374031,43.926,11.618
Ristorante,Ristorante La Bottega Dei Portici,"Piazza Garibaldi, 3",Palazzuolo Sul Senio,50035,Firenze,,0558046580,,44.113,11.548
Ristorante,Ristorante La Bottega Delloste,"Vicolo Mancini, 10",Cortona,52044,Arezzo,labottegadelloste@gmail.com,,057562153,43.277,11.986
Ristorante,Ristorante La Bottega Delloste,"Via Biscolla, 57",Montecatini Terme,51016,Pistoia,info@labottegadelloste.it,0572913982,0572913982,43.864,10.767
Ristorante,Ristorante La Bottegaia,"Via Del Lastrone, 17",Pistoia,51100,Pistoia,,0573365602,0573358450,43.933,10.917
Ristorante,Ristorante La Buca Del Gatto,"Via Dell'astronomia, 1",Cecina,57023,Livorno,info@labucadelgatto.com,0586629076,0586629062,43.32,10.47
Ristorante,Ristorante La Buca Di S. Lorenzo,"Viale Manetti, 1",Grosseto,58100,Grosseto,,,,42.763,11.113
Ristorante,Ristorante La Buca Di San Pietro,"Vicolo Di S. Pietro, 4",Siena,53100,Siena,info@labucadisanpietro.it,,057740139,43.319,11.331
Ristorante,Ristorante La Buca,"Via M.D'azeglio, 6",Pisa,56100,Pisa,info@labucapisa.it,,05020041,43.723,10.402
Ristorante,Ristorante La Bussola,"Via Rossa, 58/r",Firenze,50100,Firenze,,,,43.77,11.253
Ristorante,Ristorante La Bussola,"Via Cairoli, 2","Le Ghiaie, Portoferraio",57037,Livorno,,0565917726,,42.816,10.325
Ristorante,Ristorante La Canocchia,"Via Palestro, 2/4",Rio Marina,57038,Livorno,,0565962432,0565962432,42.815,10.427
Ristorante,Ristorante La Cantina Di Alfredo,"Via Di Colognora, 30","Colognora Di Compito, Capannori",55062,Lucca,info@lacantinadialfredo.it,0583980192,0583982000,43.816,10.566
Ristorante,Ristorante La Cantina Di Toia,"Piazza Toia, 12 - Bacchereto",Carmignano,59015,Prato,cantinaditoia@libero.it,0558717135,0558717135,43.808,10.987
Ristorante,Ristorante La Cantina,"Via 20 Settembre, 10",Riparbella,56046,Pisa,,0586699072,,43.364,10.599
Ristorante,Ristorante La Cantina,"Via Della Botte, 1/a",Scansano,58054,Grosseto,,0564507605,,42.689,11.335
Ristorante,Ristorante La Cantina,"Via Nazionale, 193","Ghivizzano, Coreglia Antelminelli",55053,Lucca,,,,44.025,10.521
Ristorante,Ristorante La Cantinella,"Via Montemarciano, 70/g",Terranuova Bracciolini,52028,Arezzo,,0559172705,0559171152,43.585,11.609
Ristorante,Ristorante La Cantinetta Dei Medici,"Piazza Della Repubblica, 26",Collesalvetti,,Livorno,,0586962133,,43.589,10.476
Ristorante,Ristorante La Cantinetta,"Via Bassa, 16",Livorno,57100,Livorno,,0586886153,,43.556,10.312
Ristorante,Ristorante La Capannina Del Lido,"Via Aurelia, 108","Lido Di Camaiore, Camaiore",55043,Lucca,,,058466992,43.9,10.233
Ristorante,Ristorante La Capannina,Via Del Passatoio - Pomonte,Marciana,57030,Livorno,,0565906219,,42.748,10.123
Ristorante,Ristorante La Casa Del Prosciutto,"Via Ponte A Vicchio, 1",Vicchio,50039,Firenze,,,,43.934,11.459
Ristorante,Ristorante La Casa Di Caccia,Roti,"Molezzano, Vicchio",,Firenze,,0558407629,,43.933,11.467
Ristorante,Ristorante La Cascina,"Viale G. Verdi, 43",Montecatini Terme,51016,Pistoia,info@incascina.it,,0572905524,43.884,10.772
Ristorante,Ristorante La Cava,Via Della Madonnina 2861/a - S.Ilario,"S. Ilario, ",57030,Livorno,,0565983379,0565983379,42.761,10.226
Ristorante,Ristorante La Certosa,"Via Cassia, 1",Firenze,50124,Firenze,ristcert@tin.it,0552048876,0552047109,43.73,11.223
Ristorante,Ristorante La Chiave,"Scali Delle Cantine, 52/54",Livorno,57126,Livorno,,0586829865,0586829865,43.555,10.313
Ristorante,Ristorante La Corte Dei Papi,,"Dogana, 12, Cortona",52044,Arezzo,info@lacortedeipapi.com,0575614109,0575614963,43.254,12.003
Ristorante,Ristorante La Corte Delloca,"Viale Europa, 16",Subbiano,52010,Arezzo,info@cortedelloca.it,0575421336,0575420412,43.574,11.871
Ristorante,Ristorante La Cucina Del Castellare,"Via Cerroni, 1","Tonda, Montaione",50050,Firenze,info@castellareditonda.com,,,43.552,10.883
Ristorante,Ristorante La Curia,"Via Pescaia, 6",Arezzo,52100,Arezzo,,0575333007,,43.465,11.884
Ristorante,Ristorante La Doccia,"Via Setteponti, 24/g","Rondine, Arezzo",52040,Arezzo,doccia@tin.it,0575364222,0575364222,43.506,11.787
Ristorante,Ristorante La Faeta,"Via S. Rocco, 21","Asciano, San Giuliano Terme",56017,Pisa,,,,43.749,10.466
Ristorante,Ristorante La Fattoria,"Via Piano Della Tora, 52",Lorenzana,56040,Pisa,danielemanichini@intrefree.it,,050662955,43.544,10.527
Ristorante,Ristorante La Fenicia,"Via Amedeo, 55",Marciana Marina,57033,Livorno,giulcosta@tin.it,0565996611,,42.802,10.194
Ristorante,Ristorante La Ferriera,"Via Francesco Turati, 30",Loro Ciuffenna,52024,Arezzo,,0559174006,,43.593,11.632
Ristorante,Ristorante La Ferrigna,"Piazza Della Repubblica, 22",Portoferraio,57037,Livorno,,0565914129,,42.815,10.332
Ristorante,Ristorante La Fonte Del Penitente,"Via Di Montenero, 345","Montenero, Livorno",57128,Livorno,fontedelpenitente@libero.it,0586579481,0586579481,43.505,10.362
Ristorante,Ristorante La Foresta,,"Montioni, 27, Suvereto",57028,Livorno,,0565845177,0565845177,43.079,10.687
Ristorante,Ristorante La Fortezza,"Via Del Recinto, 1/3",,58043,Grosseto,mauriziocini@libero.it,0564936100,0564938306,42.764,10.881
Ristorante,Ristorante La Giara,Via Europa 2,Sarteano,53047,Siena,info@ristorante-lagiara.it,0578265511,0578265698,42.979,11.835
Ristorante,Ristorante La Greppia,"Via Parco Dell'orecchiella, 2","Orecchiella, San Romano In Garfagnana",55038,Lucca,ristorantelagreppia@hotmail.it,0583619018,0583619020,44.169,10.349
Ristorante,Ristorante La Greppia,"Piazza Del Carmine, 19/20",Peccioli,56037,Pisa,info@ristorantelagreppia.it,0587672011,0587672011,43.549,10.722
Ristorante,Ristorante La Grotta,"Via Rio Magno, 33",Buti,56032,Pisa,grottabuti@katamail.com,0587724660,0587722118,43.727,10.588
Ristorante,Ristorante La Grotta,"Via Amiata, 13",Roccalbegna,58051,Grosseto,,0564989112,,42.787,11.509
Ristorante,Ristorante La Lancia Doro,"Piazza Vasari, 19",Arezzo,52100,Arezzo,lanciadoro@loggevasari.it,,0575259664,43.465,11.884
Ristorante,Ristorante La Lanterna,"Via Matteotti, 10",Follonica,58022,Grosseto,r.ardiccioni@alice.it,,056649136,42.925,10.755
Ristorante,Ristorante La Lanterna,"Via Pulica, 132",Montelupo Fiorentino,50056,Firenze,info@lalanternaristorante.it,0571542021,0571929148,43.706,11.049
Ristorante,Ristorante La Lanterna,"Via Monte Bianco, 2",Sarteano,53047,Siena,lalanterna@libero.it,0578265300,0578265300,42.999,11.854
Ristorante,Ristorante La Lanternina 2,"Lungomare Italia, 160","Pratoranieri, Follonica",58022,Grosseto,info@ristorantepalmieri.com,,056641491,42.929,10.738
Ristorante,Ristorante La Limonaia - Hotel Garde,"Via Custoza, 2",Siena,53100,Siena,direzione@garden-hotels.it,0577567111,057746050,43.33,11.312
Ristorante,Ristorante La Lucciola,"Viale Degli Eroi, 2",,57034,Livorno,,0565976395,,42.745,10.233
Ristorante,Ristorante La Luna Nel Pozzo,,"Gello Biscardo 4, Castiglion Fibocchi",52029,Arezzo,,,,43.542,11.747
Ristorante,Ristorante La Mandragola,"Via Berignano, 58",San Gimignano,53037,Siena,,0577940377,0577940377,43.465,11.042
Ristorante,Ristorante La Maremma,"Via G. Verdi, 16/r",Firenze,50100,Firenze,info@ristorantelamaremma.it,,055240972,43.77,11.261
Ristorante,Ristorante La Maremma,"Via De Calboli, 5",Grosseto,58100,Grosseto,,,,42.761,11.113
Ristorante,Ristorante La Martellina,"Via Di Pancole, 1","Strada In Chianti, Greve In Chianti",50022,Firenze,federigoanelli@libero.it,,,43.669,11.292
Ristorante,Ristorante La Mascalcia,"Via Traversa Livornese, 43","Loc. Castelnuovo Della Misericordia, Rosignano Marittimo",57011,Livorno,,0586744485,,43.441,10.451
Ristorante,Ristorante La Melatina,,"Melatina 13, Riparbella",56046,Pisa,,0586699208,,43.364,10.608
Ristorante,Ristorante La Meridiana,"Piazza 4 Novembre, 8",Anghiari,52031,Arezzo,ristorante@hotellameridiana.it,0575788102,0575787987,43.542,12.054
Ristorante,Ristorante La Mora,"Via Sesto Di Moriano, 1748","Ponte A Moiano, Lucca",55029,Lucca,info@ristorantelamora.it,0583406402,0583406135,43.843,10.508
Ristorante,Ristorante La Nave,La Nave 89/a,"La Nave, 89/a, Castiglion Fiorentino",52043,Arezzo,info@lanavehotel.it,0575684040,0575684050,43.32,11.9
Ristorante,Ristorante La Nena,"Via Matteotti, 10/14",Anghiari,52031,Arezzo,NENA@ANGHIARI.IT,0575789491,,43.54,12.052
Ristorante,Ristorante La Padellina,"Corso Del Popolo, 54","Strada In Chianti, Greve In Chianti",50027,Firenze,,,055858388,43.66,11.296
Ristorante,Ristorante La Palagina,"Via Gravigiana, N. 4","La Palagina, Figline Valdarno",50063,Firenze,ristorante@palagina.it,0559502029,055952001,43.609,11.437
Ristorante,Ristorante La Panzanella,"Piazzetta Di Spedaletto, 21","Spedaletto, Pistoia",51100,Pistoia,,0573470081,,44.038,10.947
Ristorante,Ristorante La Pergola,"Via Dell'acero, 2",Pienza,53026,Siena,,0578748051,0578748051,43.079,11.674
Ristorante,Ristorante La Pergola,,"Baratti 21/23, Piombino",57025,Livorno,,,056529596,42.977,10.552
Ristorante,Ristorante La Pergola Da Ghiga,"Via Belvedere, 7",Suvereto,57028,Livorno,,0565829590,,43.08,10.676
Ristorante,Ristorante La Perla,,"Baratti 74, Piombino",57025,Livorno,,,056529529,42.977,10.552
Ristorante,Ristorante La Perla,"Via Della Meloria, 9",San Vincenzo,57027,Livorno,Laperla84@tiscali.it,0565702113,,43.106,10.539
Ristorante,Ristorante La Pescaccia,"Via Delle Colline, 4",Pontedera,56025,Pisa,,,058752384,43.664,10.642
Ristorante,Ristorante La Pietra,"Via  24 Maggio, 69/b",Roccalbegna,58020,Grosseto,info@locandalapietra.it,0564989019,0564989019,42.786,11.506
Ristorante,Ristorante La Poventa,"Via Garibaldi, 35",Magliano In Toscana,58030,Grosseto,ghigone@tiscali.it,0564593030,,42.6,11.292
Ristorante,Ristorante La Quercia,Via Del Brennero,"S.Maria Del Giudice, Lucca",55100,Lucca,info@ristorantelaquercia.com,0583378138,0583371021,43.854,10.509
Ristorante,Ristorante La Rada,,"San Giovanni, 25, Portoferraio",57037,Livorno,,0565915652,,42.813,10.316
Ristorante,Ristorante La Ribotta,"Via Cavour, 1",Castagneto Carducci,57022,Livorno,laribotta@interfree.it,0565766060,,43.16,10.609
Ristorante,Ristorante La Rocca,Piazza Ser Vanni 1,Lucignano,52046,Arezzo,info@larocca-ristorante.it,0575836775,0575836775,43.275,11.748
Ristorante,Ristorante La Rosa Rossa,"Via Botramarmi, 25 -  Campalto","Botramarmi, Campiglia Marittima",,Livorno,larosarossa@interfree.it,0565846597,0565846597,43.069,10.584
Ristorante,Ristorante La Rosa,"Via Lauretana, 212/a",Cortona,52044,Arezzo,info@ristorantelarosa.it,0575692011,0575692011,43.26,11.975
Ristorante,Ristorante La Saletta,"Via Roma, 4",Certaldo,50052,Firenze,,0571668188,0571688188,43.547,11.043
Ristorante,Ristorante La Scaletta,"Via Pietrasantina, 107",Pisa,56100,Pisa,scaletta@tavoledisangiorgio.com,,508311235,43.727,10.39
Ristorante,Ristorante La Scogliera,"Lungomare Kennedy, 11","Cavo, Rio Marina",57038,Livorno,clsposato@tiscali.it,0565949638,0565949650,42.861,10.42
Ristorante,Ristorante La Scuderia,"Via Senese Aretina, 14/a","Palazzuolo, Monte San Savino",52048,Arezzo,lascuderia@libero.it,0575847014,0575360546,43.339,11.666
Ristorante,Ristorante La Selva,"Via Delle Fornaci, 32",Sassetta,57020,Livorno,hotelselva@tiscali.it,0565794239,0565794777,43.134,10.643
Ristorante,Ristorante La Sirena,"L.Mare Marconi, 5",Piombino,57025,Livorno,,0565226563,,42.932,10.513
Ristorante,Ristorante La Sirena,"Viale Caravaggio, 87/89 - Porto Ercole",Monte Argentario,58019,Grosseto,,0564835032,,42.395,11.204
Ristorante,Ristorante La Sorgente - Grand Hotel San Marco,"Via Lischi, 3",Casciana Terme,56034,Pisa,info@sanmarcohotels.it,,0587644222,43.528,10.616
Ristorante,Ristorante La Sosta Del Granducato,Via Enzo Ferrari 1,"Le Farniole, Foiano Della Chiana",52045,Arezzo,,0575642356,0575642356,43.228,11.8
Ristorante,Ristorante La Sosta Di Violante,"Via Pantaneto, 115",Siena,53100,Siena,,,,43.317,11.336
Ristorante,Ristorante La Speranza,"Via Cavour, 46",Casciana Terme,56034,Pisa,info@hotel-lasperanza.it,0587646215,0587646000,43.528,10.619
Ristorante,Ristorante La Tartuca,,"Acquabona, Portoferraio",57037,Livorno,tartuca@elbacom.it,0565940240,0565940240,42.813,10.316
Ristorante,Ristorante La Taverna Del Pian Delle Mura,"Via Delle Casine, N. 12","Vivo D'orcia, ",53020,Siena,,0577874009,,42.93,11.643
Ristorante,Ristorante La Taverna Etrusca,"Via Del Pretorio, 12","Sovana, Sorano",58010,Grosseto,info@latavernaetrusca.it,0564614113,0564614329,42.657,11.647
Ristorante,Ristorante La Tavernetta,"Piazza Della Repubblica, 2",Campiglia Marittima,57021,Livorno,info@latavernettaristorante.it,0565838853,0565837763,43.06,10.617
Ristorante,Ristorante La Tavernetta,"Via Tosco Romagnola, 139","Fornacette, Calcinaia",56012,Pisa,,0587420290,,43.67,10.583
Ristorante,Ristorante La Tavernetta,"Via Roma, 15",Lucignano,52046,Arezzo,info@latavernetta.com,0575836568,0575836568,43.274,11.745
Ristorante,Ristorante La Tavernetta,"Via Donatori Del Sangue, 6/7",Montaione,50050,Firenze,pioandpio@inwind.it,0571697736,,43.558,10.905
Ristorante,Ristorante La Terrasse,"Via G. Di Vittorio, 2/4",Monte San Savino,52048,Arezzo,laterrasse@tin.it,0575844111,0575844111,43.333,11.724
Ristorante,Ristorante La Terrazza Di Bagno Vignoni,"Piazza Delle Sorgenti, 13 - Bagno Vignoni","Bagno Vignoni, ",53027,Siena,,0577887157,0577887497,43.029,11.618
Ristorante,Ristorante La Terrazza,"Viale Del Tirreno, 313","Tirrenia, Pisa",56100,Pisa,terrazza@tavoledisangiorgio.com,,050384749,43.612,10.291
Ristorante,Ristorante La Terrazza,"Via Costa, 9",San Vincenzo,57027,Livorno,ristorantelaterrazza@supereva.it,0565704256,,43.097,10.539
Ristorante,Ristorante La Terrazza,"Via Del Petrischio, 25","Farneta, Cortona",52042,Arezzo,info@villapetrischio.it,0575610316,0575610317,43.274,11.988
Ristorante,Ristorante La Torre Di Gnicche,"Piaggia S. Martino, 8",Arezzo,52100,Arezzo,,0575352035,0575352035,43.465,11.885
Ristorante,Ristorante La Trattoria,"Via Del Pozzetto, 10/12",Pescia,51017,Pistoia,aordofendilatrattoria@yahoo.it,0572490869,,43.904,10.688
Ristorante,Ristorante La Triglia,"Via Roma, 58",,57034,Livorno,,0565976059,,42.743,10.234
Ristorante,Ristorante La Vecchia Bottega,"Via La Bottega, 68",Vernio,,Prato,lavecchiabottega.srl@libero.it,0574950051,,44.034,11.14
Ristorante,Ristorante La Vecchia Cascina,"Via S. Biagio, 68",Pisa,56100,Pisa,cascina@tavoledisangiorgio.com,,0503138248,43.705,10.439
Ristorante,Ristorante La Vecchia Lira,"Via Matteotti, 19",Volterra,56048,Pisa,info@vecchialira.com,,058886180,43.402,10.86
Ristorante,Ristorante La Vecchia Macina,Via Mulino Delle Pile,Chiusdino,,Siena,info@agriturismoilmulino.com,0577750688,0577750686,43.142,11.099
Ristorante,Ristorante La Vecchia Trebbia,,"Lacona, Capoliveri",57031,Livorno,,0565964028,,42.747,10.379
Ristorante,Ristorante La Veranda,"Via Dell'arco, 10/12",Prato,59100,Prato,info@ristorantelaveranda.it,,057438235,43.878,11.101
Ristorante,Ristorante La Veranda,"Via Bolognese, 164",Pistoia,51100,Pistoia,info@villagiorgia.it,,,,
Ristorante,Ristorante La Vineria - Baccus,"Corso Il Rossellino, 70",Pienza,53026,Siena,,0578749080,0578749424,43.076,11.68
Ristorante,Ristorante La Volpe E Luva,"Piazza Matteotti, 42",Pietrasanta,55045,Lucca,osterialavolpeluva@hotmail.com,,0584742064,43.96,10.228
Ristorante,Ristorante Laccoria,,"Laccoria 40, Abbadia San Salvatore",53021,Siena,,0577777107,,42.877,11.673
Ristorante,Ristorante Lady,,"Acquari, 398, Suvereto",57028,Livorno,,0565829185,,43.079,10.687
Ristorante,Ristorante Lago Gabbiano,"Via Tazzerina E Sardigna, 11","Pontelungo, Pistoia",,Pistoia,info@lagogabbiano.it,0573570442,0573910049,43.909,10.88
Ristorante,Ristorante Lampolla Restaurant,,"San Paolo Casini, San Gimignano",53037,Siena,,0577955100,0577955113,43.465,11.049
Ristorante,Ristorante Lanterna Blu,"Via Provinciale Francesca Nord, 5",Vicopisano,56010,Pisa,,,050798669,43.692,10.587
Ristorante,Ristorante Lascusa,"Piazza Della Vittoria, 9",Livorno,57100,Livorno,lascusa@lascusa.it,0586211408,058624408,43.546,10.316
Ristorante,Ristorante Latini,,"Steccaia, San Gimignano",53037,Siena,latini@dada.it,0577945019,0577945022,43.465,11.049
Ristorante,Ristorante Le Aiuole,Via Della Montagna,"Aiole, Arcidosso",58031,Grosseto,,0564967300,0564966747,42.88,11.543
Ristorante,Ristorante Le Boscarecce,"Via Renai, 19",Castelfiorentino,50051,Firenze,info@leboscarecce.com,,0571634008,43.621,11.003
Ristorante,Ristorante Le Colonne,"Via Vittorio Emanuele, 62",Camaiore,55041,Lucca,info@osterialecolonne.com,0584981377,05841855245,43.896,10.232
Ristorante,Ristorante Le Contesse,"Via Delle Contesse, 1",Cortona,52044,Arezzo,lecontesse@servizire.it,0575630354,0575630477,43.271,11.994
Ristorante,Ristorante Le Fate Ignoranti,Via Dei Boschi,Civitella In Val Di Chiana,52041,Arezzo,,0575498770,,43.409,11.769
Ristorante,Ristorante Le Fate,"Corso Italia, 119",Piombino,57025,Livorno,ilfatodellefate@hotmail.it,0565220269,,42.926,10.529
Ristorante,Ristorante Le Fornacelle,"Via Magenta, 4","Le Fornacelle, Rio Marina",57038,Livorno,info@lefornacelle.eu,0565931105,0565931105,42.816,10.428
Ristorante,Ristorante Le Logge Del Vignola,"Via Delle Erbe, 6",Montepulciano,53045,Siena,loggedelvignola@virgilio.it,0578717290,0578717290,43.095,11.783
Ristorante,Ristorante Le Mura,"Piazza Magenta, 7",Capalbio,58011,Grosseto,,0564896692,0564896692,42.454,11.42
Ristorante,Ristorante Le Prunecce,"Via Montaccolle, 14",Montecatini Terme,51016,Pistoia,michele_vitelli@hotmail.it,0572674500,0572674500,43.9,10.766
