TIPOLOGIA	NOME	VIA	CITTA'	CAP	PROVINCIA	EMAIL	TELEFONO	FAX	LAT	LONG
RISTORANTE	"Ristorante ""La Tavernetta"""	Piazza della Repubblica, 2	CAMPIGLIA MARITTIMA	57021	Livorno	info@latavernettaristorante.it	0565 838853	0565 837763	43.0596871	10.6167711
RISTORANTE	"Ristorante ""La Tavernetta"""	Via Tosco Romagnola, 139	Fornacette, CALCINAIA	56012	Pisa		0587 420290		43.67035294	10.58302498
RISTORANTE	"Ristorante ""La Tavernetta"""	Via Roma, 15	LUCIGNANO	52046	Arezzo	info@latavernetta.com	0575 836568	0575 836568	43.27445	11.744878
RISTORANTE	"Ristorante ""La Tavernetta"""	Via Donatori del Sangue, 6/7	MONTAIONE	50050	Firenze	pioandpio@inwind.it	0571 697736		43.5579032898	10.9052867889
RISTORANTE	"Ristorante ""La Terrasse"""	Via G. di Vittorio, 2/4	MONTE SAN SAVINO	52048	Arezzo	laterrasse@tin.it	0575 844111	0575 844111	43.332621	11.724258
RISTORANTE	"Ristorante ""La Terrazza di Bagno Vignoni"""	Piazza delle Sorgenti, 13 - Bagno Vignoni	Bagno Vignoni, 	53027	Siena		0577 887157	0577 887497	43.028548	11.617966
RISTORANTE	"Ristorante ""La Terrazza"""	Viale del Tirreno, 313	Tirrenia, PISA	56100	Pisa	terrazza@tavoledisangiorgio.com	050 33006	050 384749	43.612012	10.291229
RISTORANTE	"Ristorante ""La Terrazza"""	Via Costa, 9	SAN VINCENZO	57027	Livorno	ristorantelaterrazza@supereva.it	0565 704256		43.096849	10.538641
RISTORANTE	"Ristorante ""La Terrazza"""	Via del Petrischio, 25	Farneta, CORTONA	52042	Arezzo	info@villapetrischio.it	0575 610316	0575 610317	43.2740821838	11.9877538681
RISTORANTE	"Ristorante ""La Torre di Gnicche"""	Piaggia S. Martino, 8	AREZZO	52100	Arezzo		0575 352035	0575 352035	43.464772	11.884985
RISTORANTE	"Ristorante ""La Trattoria"""	Via del Pozzetto, 10/12	PESCIA	51017	Pistoia	aordofendilatrattoria@yahoo.it	0572 490869		43.904361	10.687738
RISTORANTE	"Ristorante ""La Triglia"""	Via Roma, 58		57034	Livorno		0565 976059		42.743473	10.234123
RISTORANTE	"Ristorante ""La Vecchia Bottega"""	Via La Bottega, 68	VERNIO		Prato	lavecchiabottega.srl@libero.it	0574 950051		44.033788	11.140124
RISTORANTE	"Ristorante ""La Vecchia Cascina"""	Via S. Biagio, 68	PISA	56100	Pisa	cascina@tavoledisangiorgio.com	050 970487	050 3138248	43.7050976	10.4391929
RISTORANTE	"Ristorante ""La Vecchia Lira"""	Via Matteotti, 19	VOLTERRA	56048	Pisa	info@vecchialira.com	0588 86180	0588 86180	43.401764	10.8603525
RISTORANTE	"Ristorante ""La Vecchia Macina"""	Via Mulino delle Pile	CHIUSDINO		Siena	info@agriturismoilmulino.com	0577 750688	0577 750686	43.141572	11.098816
RISTORANTE	"Ristorante ""La Vecchia Trebbia"""		Lacona, CAPOLIVERI	57031	Livorno		0565 964028		42.7469759435	10.3789070249
RISTORANTE	"Ristorante ""La Veranda"""	Via dell'Arco, 10/12	PRATO	59100	Prato	info@ristorantelaveranda.it	0574 38235	0574 38235	43.8776092	11.1007288
RISTORANTE	"Ristorante ""La Veranda"""	Via Bolognese, 164	PISTOIA	51100	Pistoia	info@villagiorgia.it	+39 573 480042		-0	-0
RISTORANTE	"Ristorante ""La Vineria - Baccus"""	Corso Il Rossellino, 70	PIENZA	53026	Siena		0578 749080	0578 749424	43.076335907	11.6799783707
RISTORANTE	"Ristorante ""La Volpe e l'Uva"""	Piazza Matteotti, 42	PIETRASANTA	55045	Lucca	osterialavolpeluva@hotmail.com	0584 72570	0584 742064	43.960142	10.2281
RISTORANTE	"Ristorante ""Laccoria"""		Laccoria 40, ABBADIA SAN SALVATORE	53021	Siena		0577 777107		42.8766670227	11.6726751328
RISTORANTE	"Ristorante ""Lady"""		Acquari, 398, SUVERETO	57028	Livorno		0565 829185		43.0794906616	10.687245369
RISTORANTE	"Ristorante ""Lago Gabbiano"""	Via Tazzerina e Sardigna, 11	Pontelungo, PISTOIA		Pistoia	info@lagogabbiano.it	0573 570442	0573 910049	43.909387	10.879914
RISTORANTE	"Ristorante ""Lampolla Restaurant"""		San Paolo Casini, SAN GIMIGNANO	53037	Siena		0577 955100	0577 955113	43.4654312134	11.0485486984
RISTORANTE	"Ristorante ""Lanterna Blu"""	Via Provinciale Francesca Nord, 5	VICOPISANO	56010	Pisa		050 798669	050 798669	43.69180216	10.58710386
RISTORANTE	"Ristorante ""Lascusa"""	Piazza della Vittoria, 9	LIVORNO	57100	Livorno	lascusa@lascusa.it	0586 211408	0586 24408	43.546356	10.316132
RISTORANTE	"Ristorante ""Latini"""		Steccaia, SAN GIMIGNANO	53037	Siena	latini@dada.it	0577 945019	0577 945022	43.4654312134	11.0485486984
RISTORANTE	"Ristorante ""Le Aiuole"""	Via della Montagna	Aiole, ARCIDOSSO	58031	Grosseto		0564 967300	0564 966747	42.8803797	11.5428406
RISTORANTE	"Ristorante ""Le Boscarecce"""	Via Renai, 19	CASTELFIORENTINO	50051	Firenze	info@leboscarecce.com	0571 61280	0571 634008	43.621345	11.002636
RISTORANTE	"Ristorante ""Le Colonne"""	Via Vittorio Emanuele, 62	CAMAIORE	55041	Lucca	info@osterialecolonne.com	0584 981377	0584 1855245	43.895766	10.232064
RISTORANTE	"Ristorante ""Le Contesse"""	Via delle Contesse, 1	CORTONA	52044	Arezzo	lecontesse@servizire.it	0575 630354	0575 630477	43.271322	11.993504
RISTORANTE	"Ristorante ""Le fate Ignoranti"""	Via dei Boschi	CIVITELLA IN VAL DI CHIANA	52041	Arezzo		0575 498770		43.4093048361	11.7686669494
RISTORANTE	"Ristorante ""Le Fate"""	Corso Italia, 119	PIOMBINO	57025	Livorno	ilfatodellefate@hotmail.it	0565 220269		42.926067	10.52923
RISTORANTE	"Ristorante ""Le Fornacelle"""	Via Magenta, 4	le fornacelle, RIO MARINA	57038	Livorno	info@lefornacelle.eu	0565 931105	0565 931105	42.8157571	10.4276748
RISTORANTE	"Ristorante ""Le Logge del Vignola"""	Via delle Erbe, 6	MONTEPULCIANO	53045	Siena	loggedelvignola@virgilio.it	0578 717290	0578 717290	43.095202	11.782541
RISTORANTE	"Ristorante ""Le Mura"""	Piazza Magenta, 7	CAPALBIO	58011	Grosseto		0564 896692	0564 896692	42.454424	11.41958
RISTORANTE	"Ristorante ""Le Prunecce"""	Via Montaccolle, 14	MONTECATINI TERME	51016	Pistoia	michele_vitelli@hotmail.it	0572 674500	0572 674500	43.899611	10.7660484
RISTORANTE	"Ristorante ""Le Torri"""	Via Volterrana, 3	GAMBASSI TERME	50050	Firenze	info@albergoletorri.it	0571 638189	0571 638188	43.53932	10.954235
RISTORANTE	"Ristorante ""Le Tre Regine"""	Via San Giuseppe, 27	SANSEPOLCRO	52037	Arezzo		0575 740386		43.570285	12.14045
RISTORANTE	"Ristorante ""Le Vedute"""	Via Romana Lucchese, 121	Le Vedute, FUCECCHIO	50054	Firenze	info@levedute.it	0571 297498	0571 297201	43.7569819554	10.7552393388
RISTORANTE	"Ristorante ""Leonardo"""	Via Montalbano, 16	VINCI	50059	Firenze	info@ristoranteleonardo.com	0571 567916	0571 567916	43.7885971069	10.9277639389
RISTORANTE	"Ristorante ""Leone"""	Via della Foce, 23/27	VIAREGGIO	55049	Lucca		0584 32198		43.865987	10.252209
RISTORANTE	"Ristorante ""Leonetto"""		San Paolo Casini, SAN GIMIGNANO	53037	Siena	info@hotellerenaie.it	0577 955072	0577 955126	43.4654312134	11.0485486984
RISTORANTE	"Ristorante ""Les Barriques"""	Piazza del Popolo, 22	MONTALCINO	53024	Siena	lesbarriques3@hotmail.com	0577 848411	0577 848411	43.058456	11.489985
RISTORANTE	"Ristorante ""Limonaia"""	Via Roma, 15	FOLLONICA	58022	Grosseto	info@ristorantelimonaia.it	0566 41660	0566 45812	42.921784	10.7569829
RISTORANTE	"Ristorante ""ll Chiodo"""	Via Sarzanese, 10	MASSAROSA	55054	Lucca	info@ilchiodo.com	0584 93110		43.8739296	10.3301545
RISTORANTE	"Ristorante ""ll Pesce d'oro"""	Lago di Chiusi	Sbrachino, CHIUSI		Siena		0578 21403		-0	-0
RISTORANTE	"Ristorante ""Lo Schiaccianoci"""	Via Oste, 39	MONTEMURLO	59013	Prato		0574 791045		43.90327	11.029379
RISTORANTE	"Ristorante ""Lo Scoglietto"""	Via C. Pisacane, 118	PIOMBINO	57025	Livorno	rist.scoglietto@tiscali.it	0565 30594	0565 30594	42.9275465	10.5318279
RISTORANTE	"Ristorante ""Lo Strettoio"""		Pian di Chena, 7, LATERINA	52020	Arezzo	alessandroparlai@inwind.it	0575 89161	0575 894780	43.5079612732	11.7198219299
RISTORANTE	"Ristorante ""Lo Stroncapane"""	Via Armando Diaz, 71	MONTE SAN SAVINO	52048	Arezzo		0575 849352		43.330982	11.716738
RISTORANTE	"Ristorante ""Lo Zibibbo"""	Via di Terzollina, 3	FIRENZE	50100	Firenze	zibibbofirenze@libero.it   zibibbofirenze@hotmail.com	055 433383	055 4298070	43.8166999817	11.2509460449
RISTORANTE	"Ristorante ""Logge Vasari"""	Piazza Vasari	AREZZO	52100	Arezzo	loggevasari@loggevasari.com	0575 300333	0575 300333	43.46458	11.884465
RISTORANTE	"Ristorante ""LﾒEtoile"""	Viale Colombo, 628 -  Lido di Camaiore	Lido Camaiore, CAMAIORE	55041	Lucca	letoile@virgilio.it	0584 66309	02 70030820	43.897959	10.223261
RISTORANTE	"Ristorante ""Macalero"""	Via A. de Gasperi, 40	AREZZO	52100	Arezzo		0575 903641		43.459111	11.867101
RISTORANTE	"Ristorante ""Malborghetto"""	Via Monteluco, 4	Lecchi in Chianti, GAIOLE IN CHIANTI	53010	Siena	malborghetto@malborghetto.net	0577 746201	0577 746201	43.433306	11.400123
RISTORANTE	"Ristorante ""Mangiando Mangiando"""	Viale Matteotti, 80	GREVE IN CHIANTI	50022	Firenze		055 8546372	055 8546372	43.5826891881	11.3166962565
RISTORANTE	"Ristorante ""Manuel"""	Via dei Campilunghi, 6	CECINA	57023	Livorno	info@manuel-hotel.com	0586 629220	0586 629220	43.316633	10.478295
RISTORANTE	"Ristorante ""Manuelina"""		Acquari, SUVERETO	57028	Livorno		0565 829185 - 338 1833924		43.07829666	10.67924023
RISTORANTE	"Ristorante ""Mare"""		Magazzini, PORTOFERRAIO	57037	Livorno		0565 933377		42.8149947524	10.3247196972
RISTORANTE	"Ristorante ""Massimo"""	Via Buonarroti, 263	VIAREGGIO	55049	Lucca		0584 50704		43.900104	10.238385
RISTORANTE	"Ristorante ""Meccheri"""	Piazza Lucchesi, 31	PIETRASANTA	55045	Lucca		0584 742338		43.963619	10.214056
RISTORANTE	"Ristorante ""Medioevo"""	Via dei Rossi, 40	SIENA	53100	Siena		0577 280315		43.321381	11.331747
RISTORANTE	"Ristorante ""Michelaccio"""	Via Ponte di Mezzo, 11-13-15/r	FIRENZE	50127	Firenze		055 332495	055 3220488	43.7914436748	11.2371219914
RISTORANTE	"Ristorante ""Minerva"""	Via Fiorentina, 4	AREZZO	52100	Arezzo		0575 370 390		43.470397	11.865643
RISTORANTE	"Ristorante ""Miva' """	Via San Lorentino, 20	AREZZO	52100	Arezzo	info@mivadipiu.com	0575 300300	0575 300300	43.467994	11.877833
RISTORANTE	"Ristorante ""Miva' di Pi�"""	Via Garibaldi, 36	AREZZO	52100	Arezzo	www.mivadipiu.com	0575 352182 - 3338195529	0575 352182	43.46264899	11.88140742
RISTORANTE	"Ristorante ""Mocajo"""		Casino di Terra, GUARDISTALLO	56040	Pisa	info@ristorantemocajo.it	0586 655018	0586 655018	43.3137588501	10.6337776184
RISTORANTE	"Ristorante ""Molino Il Moro"""	Via della Ruota, 2		53034	Siena		0577 920862		43.423613	11.126828
RISTORANTE	"Ristorante ""Montallegro Orlandi"""	Piazza Montenero, 3	LIVORNO	57100	Livorno		0586 579030	0586 576028	43.492805481	10.3491706848
RISTORANTE	"Ristorante ""Movida Caf�"""	Via Ferrer, 36	PIOMBINO		Livorno		340 8937756		42.92375	10.529165
RISTORANTE	"Ristorante ""Mum and Dad"""	Via V. Emanuele, 141	SAN VINCENZO	57027	Livorno	risotrantemumanddad@hotmail.it	0565 702233	0565 702233	43.1028503	10.5394098
RISTORANTE	"Ristorante ""Nando"""	Via Contessa Matilde, 6/8	PISA	56100	Pisa	danando@ristorantedanando.it	050 830672	050 8310918	43.72283	10.401681
RISTORANTE	"Ristorante ""Napoleone"""	Via del Carmine, 24	FIRENZE	50100	Firenze		055 281015		43.7689819336	11.2447290421
RISTORANTE	"Ristorante ""Natalino"""	Borgo Albizi, 18/r	FIRENZE	50100	Firenze		055 289404		43.771516	11.259602
RISTORANTE	"Ristorante ""Nice People"""	Corso delle Monache, 1	LUCIGNANO	52045	Arezzo		0575 836771		43.274265166	11.7450396175
RISTORANTE	"Ristorante ""Norcenni"""	Via Norcenni	Villaggio Girasole, FIGLINE VALDARNO	50063	Firenze	info@ristorantegirasole.com	055 959202	055 9151402	43.6157493591	11.4518985748
RISTORANTE	"Ristorante ""Nuovo Obl�"""	Via Martiri di Campo di Marte, 51	VICCHIO	50039	Firenze		055 8448359		43.934092	11.456484
RISTORANTE	"Ristorante ""Olio & Convivium"""	Via S. Spirito, 4	FIRENZE	50100	Firenze	olio.convivium@conviviumfirenze.it	055 2656267	055 2658198	43.76818848	11.24962425
RISTORANTE	"Ristorante ""Ombra della Sera"""	Via Gramsci, 70	VOLTERRA	56048	Pisa	ombradellasera@alice.it	0588 86663	0588 86663	43.401251	10.862854
RISTORANTE	"Ristorante ""Orecchiella"""	Via Colletto	Orecchiella, SAN ROMANO IN GARFAGNANA	55038	Lucca		0583 619010		44.191771	10.323119
RISTORANTE	"Ristorante ""Oscar"""	Via O. Franchini, 78	LIVORNO	57100	Livorno		0586 501258		43.516235	10.32232
RISTORANTE	"Ristorante ""Osteria del Contadino"""	Via Don Sturzo, 67/69	Guasticce, COLLESALVETTI	57100	Livorno		0586 984697	0586 983963	43.5975036621	10.4073905945
RISTORANTE	"Ristorante ""Osteria del teatro"""	piazza del teatro 1,2,3	CHIUSI	53043	Siena	osteriadelteatro@virgilio.it	578226231		-0	-0
RISTORANTE	"Ristorante ""Ottorino"""	Via delle Oche, 12/16r	FIRENZE	50100	Firenze		055 215151	055 287140	43.7721927867	11.255884521
RISTORANTE	"Ristorante ""Paglietta"""	Via S.Lavagnini,15 - San Polo in Chianti	GREVE IN CHIANTI	50022	Firenze		055 855443		43.668785	11.35039
RISTORANTE	"Ristorante ""Parc Hotel"""	Via Roma, 214	Ponte a Poppi, POPPI	52014	Arezzo	info@parchotel.it	0575 529994	0575 529984	43.727082	11.771825
RISTORANTE	"Ristorante ""Pasquino"""	Piazza Mazzini, 22	AULLA	54011	Massa Carrara		0187 420509		44.2089118958	9.9688806534
RISTORANTE	"Ristorante ""Passepartout"""	Via Puini, 97	LIVORNO	57100	Livorno		0586 500373	0586 500373	43.5064096355	10.3219423832
RISTORANTE	"Ristorante ""Pensavo Peggio"" 1ﾰ di Vassalle Massimiliano"	Viale Europa, 27	VIAREGGIO	55049	Lucca		0584 391005		43.854404	10.243364
RISTORANTE	"Ristorante ""Perbacco"""	Viale Vittorio Veneto	MONTESCUDAIO	56040	Pisa		0586 650324		43.323804	10.629898
RISTORANTE	"Ristorante ""Peruc�"""	Via Capassi, 16	SAN GIMIGNANO	53037	Siena		0577 943136	0577 943136	43.468897	11.042823
RISTORANTE	"Ristorante ""Piccolo Hotel Versilia"""		La Foce 1, 	57034	Livorno	info@piccolohotelversilia.it	0565 976123	0565 1960002	42.75018692	10.18153191
RISTORANTE	"Ristorante ""Piccolo Mondo"""	Piazza Guerrazzi, 2	FOLLONICA	58022	Grosseto	piccolomondo1@libero.it	0566 40361	0566 44547	42.9211855	10.7564724
RISTORANTE	"Ristorante ""Podere Tuscania"""	Via della principessa, 124	SAN VINCENZO	57027	Livorno		0565 705486	0565 070020	43.05209732	10.5349493
RISTORANTE	"Ristorante ""Poderone Il Corso"""	Poderone La Capitana	Monticiano, MAGLIANO IN TOSCANA	58052	Grosseto		0564 589831		42.6153793335	11.2911596298
RISTORANTE	"Ristorante ""Posta"""	Piazza U.Foscolo, 50	CHIANCIANO TERME	53042	Siena	info@htlposta.it	0578 63171	0578 63048	43.0438194275	11.8109560013
RISTORANTE	"Ristorante ""Quattro Gigli"""	Piazza Michele da Montopoli, 2	MONTOPOLI IN VAL D'ARNO	56020	Pisa	info@quattrogigli.it	0571 466878 - 0571 466940	0571 466879	43.670219	10.760768
RISTORANTE	"Ristorante ""Quinto Elemento"""	Via Zanardelli, 57	VIAREGGIO	55049	Lucca	mail@quinto-elemento.it	0584 963797	02 700539692	43.868968	10.24493
RISTORANTE	"Ristorante ""Re di Macchia"""	Via Soccorso Saloni, 21	MONTALCINO	53024	Siena		0577 846116		43.0570678711	11.4910936356
RISTORANTE	"Ristorante ""Ristoro al Vecchio Teatro"""	Via Collegio Ricci, 2 angolo Piazza Dante	PISA	56100	Pisa	ristorovecchioteatro@libero.it	050 20210	050 26086	43.7176434809	10.3977532141
RISTORANTE	"Ristorante ""Ristoservice - Brichotel"""	Via Firenze, 1	PONSACCO	56038	Pisa		0587 732328	0587 730629	43.627634	10.618192
RISTORANTE	"Ristorante ""Roma"""	Piazza C. Battisti, 1	CARRARA	54033	Massa Carrara	francesco.romano36@@tin.it	0585 70632	0585 73073	44.078884	10.097288
RISTORANTE	"Ristorante ""Rosati"""	Querce al Pino, 31	CHIUSI		Siena	info@hotelrosati.it	0578 274408	0578 274199	43.017036438	11.9484443665
RISTORANTE	"Ristorante ""Rugantino"""	Via S. Ambrogio, 8	VIAREGGIO	55049	Lucca		0584 53598	0584 53598	43.895381	10.233513
RISTORANTE	"Ristorante ""S. Elisa"""	Strada Statale 68 - Km 36,500	VOLTERRA		Pisa		0588 80034	0588 87284	43.401424408	10.8611106873
RISTORANTE	"Ristorante ""San Desiderio"""	Piazza L. Bonelli, 2	SIENA	53100	Siena	sandesiderio_siena@yahoo.it	0577 286091	0577 286091	43.3179715465	11.3302072245
RISTORANTE	"Ristorante ""San Giorgio"""	Via Soccorso Saloni, 21	MONTALCINO	53024	Siena	ristorantesangiorgio@prolocomontalcino.it	0577 848507	0577 848507	43.0570678711	11.4910936356
RISTORANTE	"Ristorante ""San Jacopo"""	Via Crispi, 15	PISTOIA	51100	Pistoia	ristorantesanjacopo@tiscali.it	0573 27786	0573 507428	43.931179	10.916432
RISTORANTE	"Ristorante ""Sant'Andrea"""		S. Andrea, MARCIANA	57030	Livorno	info@hotelsantandrea.com	0565 908006	565908260	42.7900763601	10.1688310504
RISTORANTE	"Ristorante ""Sant'Andrea"""	Nuovo  Villaggio	Norcenni, FIGLINE VALDARNO	50063	Firenze	info@ristorantegirasole.com	055 9153507	055 9151402	43.613217	11.450916
RISTORANTE	"Ristorante ""Santa Chiara"""	Via Costa Santa Chiara, 30	SARTEANO	53047	Siena		0578 265412	0578 266849	42.990817	11.870642
RISTORANTE	"Ristorante ""Santorotto"""	Via Trento, 173	SINALUNGA	53048	Siena		0577 678608		43.214437	11.753741
RISTORANTE	"Ristorante ""Sapor di Vino"" - Grand Hotel Continental"	Via Banchi di Sopra, 85	SIENA	53100	Siena		0577 56011		43.3209016976	11.3305914226
RISTORANTE	"Ristorante ""Sapori di Toscana"""	Area Servizio Gello - S.G.C. FI-PI-LI	PONTEDERA	56025	Pisa	info.pisa@classhotel.it	0587 734467	0587 735175	43.66266632	10.63283348
RISTORANTE	"Ristorante ""Sassineri"""	Via delle Terre Bianche, 1	IMPRUNETA	50023	Firenze		055 231101	055 2011377	43.679569	11.273726
RISTORANTE	"Ristorante ""Sasso di Dante"""	Via delle Pallottole, 6/r	FIRENZE	50122	Firenze		055 282113		43.772424	11.257432
RISTORANTE	"Ristorante ""Saxa Cuntaria"""	Piazza Matteotti, 11	PIANCASTAGNAIO	53025	Siena	saxa.cuntaria@inwind.it	0577 784104		42.849053	11.692964
RISTORANTE	"Ristorante ""Scaraboci"""	Via 20 Settembre, 29	MARCIANA MARINA	57033	Livorno		0565 996868		42.804544	10.199594
RISTORANTE	"Ristorante ""Scolapasta"""	Via Aurelia, 813	Portovecchio, ROSIGNANO MARITTIMO	57012	Livorno	info@ristorantescolapasta.it	0586 751291	0586 751291	43.4032745361	10.4223127365
RISTORANTE	"Ristorante ""Seggiano Caff� '60"""	Via Grossetana, 6	SEGGIANO	58038	Grosseto	info@lecasacce.net	0564 950895		42.928565	11.560742
RISTORANTE	"Ristorante ""Sei Divino Florence Wine Gallery"""	Borgo Ognissanti, 42/r	FIRENZE		Firenze	winegallery@seidivino.it	055 217791		43.772335	11.245839
RISTORANTE	"Ristorante ""Semifonte"""	Via Pisana, 1			Firenze	semifonte@semifontehotel.it	055 8068051	055 8069283	43.488079071	11.1246299744
RISTORANTE	"Ristorante ""Siria e Remino"""	Via della Porta, 13	San Gusm�, CASTELNUOVO BERARDENGA	53019	Siena		0577 358060	0577 358009	43.38802	11.498008
RISTORANTE	"Ristorante ""Sonia"""	Piazza del Popolo, 21	Avaglio, MARLIANA	51010	Pistoia		0572 69334	0572 69211	43.9338360436	10.7692659861
RISTORANTE	"Ristorante ""Sorgente Caloria"""	Via Angioloni, 712	LARCIANO	51036	Pistoia	info@tenutacaloria.com	0573 83144	0573 83144	43.838151	10.879365
RISTORANTE	"Ristorante ""Sorsi e Bocconi"""	Via Aurelia, 199	Donoratico, CASTAGNETO CARDUCCI	57022	Livorno		0565 774478	0565 774478	43.165859	10.564007
RISTORANTE	"Ristorante ""Sotto l'Insegna della Luna Piena"""	Via Amiata, 1 - Monticello Amiata	CINIGIANO	58047	Grosseto	sottoluna@tiscali.it	0564 992918 - 0564 992772		42.8861465454	11.4804763794
RISTORANTE	"Ristorante ""Sottocosta"""	Via Pascoli, 32 - Quercianella	Quercianella, LIVORNO	57128	Livorno	info@hotelsottocosta.com	0586 491027	0586 491027	43.45897293	10.36572552
RISTORANTE	"Ristorante ""Sperone Nudo"""	Via Marconi, 3/5	PIENZA	53026	Siena		0578 748641		43.077175	11.679246
RISTORANTE	"Ristorante ""Stella Marina"""	Via Vittorio Emanuele 2, n.1	PORTOFERRAIO	57037	Livorno		0565 915983	0565 915983	42.813108	10.327727
RISTORANTE	"Ristorante ""Stella Polare"""	Le Piagge, 2	Camucia, CORTONA	52043	Arezzo		0575 62122	0575 62122	43.2678260803	11.9753475189
RISTORANTE	"Ristorante ""Street Caf�"""	Via Friuli, 13	PONTEDERA	56025	Pisa		0587 291072	0587 52448	43.6407731168	10.5970974077
RISTORANTE	"Ristorante ""Summertime"""	Via Roma, 56	CAPOLIVERI	57031	Livorno	tempoestate@tiscali.it	0565 935180		42.74567	10.376539
RISTORANTE	"Ristorante ""Tenda Rossa"""	Via C. Colombo, 14 - Marina di Carrara	CARRARA	54036	Massa Carrara		0585 631174		44.0398178101	10.0335826874
RISTORANTE	"Ristorante ""Terre delle Arti"""	via Rossi 2	San Gusm�, CASTELNUOVO BERARDENGA	53019	Siena		0577 358009		43.3487014771	11.4566297531
RISTORANTE	"Ristorante ""Terzo Girone"""	Via Toselli, 41	SIENA	53100	Siena		0577 40545	0577 40545	43.3237533569	11.3454065323
RISTORANTE	"Ristorante ""The Barge"""	Scali delle Ancore, 6	LIVORNO	57100	Livorno		0586 888320	0586 425055	43.552791	10.305565
RISTORANTE	"Ristorante ""Tirovino"""	Via Ghibellina, 70/r	FIRENZE	50100	Firenze		055 2638940	055 2001468	43.76982	11.263583
RISTORANTE	"Ristorante ""Tonino"""	Piazza Garibaldi, 1	CORTONA	52044	Arezzo	info@ristorantetonino.com	0575 630500	0575 604457	43.274127	11.988141
RISTORANTE	"Ristorante ""Tonisa"""		Straccoligno, 27, CAPOLIVERI	57031	Livorno		0565 968729		42.72987366	10.40594578
RISTORANTE	"Ristorante ""Torre Mozza"""		Torre Mozza, PIOMBINO	57025	Livorno		0565 20511		42.97681427	10.5521144867
RISTORANTE	"Ristorante ""Tot�"""	Borgo Santi Apostoli, 6/r	FIRENZE	50100	Firenze	rist.toto@tin.it	055 212096	055 6802816	43.769014	11.253545
RISTORANTE	"Ristorante ""Tre Colonne"""		Acquaviva, PORTOFERRAIO	57037	Livorno		0565 930259		42.8149947524	10.3247196972
RISTORANTE	"Ristorante ""Tre Fiumi"""	Via Madonna 3 Fiumi, 16	Ronta, BORGO SAN LORENZO	50030	Firenze	info@albergotrefiumi.com	055 840397	055 8403015	43.95642471	11.38453674
RISTORANTE	"Ristorante ""Ulisse"""	Via Campana, 183	SERAVEZZA	55047	Lucca		0584 757420		43.994527	10.227301
RISTORANTE	"Ristorante ""Ulivo Rosso"""	Via Catese, 2	SESTO FIORENTINO	50019	Firenze		055 4481890	055 4481953	43.851427	11.214955
RISTORANTE	"Ristorante ""Universal"""	Viale di Antignano, 4	LIVORNO	57100	Livorno		0586 502935		43.508829	10.319416
RISTORANTE	"Ristorante ""Vecchia Osteria"""	Via della Certosa, 11/13	Ponte a Bozzone, CASTELNUOVO BERARDENGA	53010	Siena	info@vecchia-osteria.it	0577 356808	0577 3569031	43.347925	11.367474
RISTORANTE	"Ristorante ""Villa Nencini"""	Borgo S. Stefano, 55	VOLTERRA	56048	Pisa	villanencini@interfree.it	0588 86386	0586 80601	43.405431	10.852054
RISTORANTE	"Ristorante ""Villa Pitiana"""	Via Provinciale Tosi, 7	Donnini, REGGELLO		Firenze	info@ristorantevillapitiana.com	055 860397	055 8605814	43.6822090149	11.5309343338
RISTORANTE	"Ristorante ""Villa Ripalte"""		Ripalte, CAPOLIVERI	57031	Livorno		0565 968408		42.7298736572	10.4059457779
RISTORANTE	"Ristorante ""Villa Volpi by Brigatapieromorelli"""	Via di Gugliano, 47 - Mastiano	Mastiano, LUCCA	55100	Lucca	piero_45@katamail.com	0583 406055	0583 56727	43.907500058	10.4878761796
RISTORANTE	"Ristorante ""Vino, Donna e Canto"""	Corso Garibaldi, 28/30	MONTELUPO FIORENTINO	50056	Firenze	eno.bar@libero.it	0571 912308	0571 912308	43.7336841801	11.0211035985
RISTORANTE	"Ristorante ""Vito Re della Pizza"""	Via della Chiesa, 25	Orentano, CASTELFRANCO DI SOTTO	56022	Pisa	info@vitoredellapizza.com	0583 23005		43.6959395	10.7444928
RISTORANTE	"Ristorante ""Walter Redaelli"""	via 21 Aprile	Bettolle, SINALUNGA	53048	Siena	info@ristoranteredaelli.it	0577 623447	0577 623447	43.205038	11.807798
RISTORANTE	"Ristorante ""Za-Za"""	Piazza del Mercato Centrale, 26/r	FIRENZE	50100	Firenze		055 210756		43.776511	11.254405
RISTORANTE	"Ristorante ""Zaira"""	Via Arunte, 12	CHIUSI	53043	Siena	ristorantezaira@tin.it	0578 21638	0578 21638	43.0160709098	11.9469895307
RISTORANTE	"Ristorante ""Zia Seconda"""		Fabbricciane, 12, PIOMBINO	57025	Livorno		0565 29550	0565 290135	42.97681427	10.55211449
RISTORANTE	"Ristorante ""Zorba"""	Piazza della Vittoria, 14	MARCIANA MARINA	57033	Livorno		0565 99225		42.805661	10.200243
RISTORANTE	Ristorante Ago	Via Martiri di Sant'Anna, 18	FORTE DEI MARMI	55042	Lucca		0584 784221		-0	-0
RISTORANTE	"Ristorante Agriturismo ""Podere Violino"""		Gricignano, 99, SANSEPOLCRO	52037	Arezzo	info@podereviolino.it	0575 720174	0575 720174	43.5921516419	12.1289710999
RISTORANTE	"Ristorante Agriturismo ""Vaianino"""	Via Montignoso, 87/a	Loc. Vaiano, GAMBASSI TERME	50050	Firenze	info@vaianino.it	0571 678072 - 0571 678068	0571 678058	43.5401039124	10.9548711777
